,Genome,time_create,mother,age
3561,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,221,3482,7
3562,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,221,3492,8
3563,Left Left Down Right Eat Chemo Foto Chemo Down Up Right Foto Chemo Foto Down Up Eat Chemo Left Foto Foto Foto Right Up Foto,221,3500,66
3564,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,221,3504,23
3565,Chemo Eat Left Left Right Down Down Up Chemo Down Left Eat Right Foto Eat Right Foto Eat Left Chemo Foto Up Eat Eat Up,222,426,24
3566,Foto Right Right Chemo Down Eat Down Up Foto Eat Eat Down Eat Chemo Chemo Right Chemo Up Right Left Right Left Right Up Left,222,2335,2
3567,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,222,2772,12
3568,Eat Foto Chemo Right Eat Down Chemo Left Eat Right Left Right Down Chemo Up Up Down Right Down Foto Up Up Foto Chemo Down,222,2815,94
3569,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,222,2818,17
3570,Foto Up Right Eat Foto Down Right Foto Foto Eat Up Right Down Down Chemo Foto Eat Chemo Left Foto Down Eat Eat Chemo Right,222,3019,3
3571,Foto Chemo Down Eat Up Down Left Up Chemo Up Chemo Chemo Chemo Right Chemo Chemo Foto Eat Down Down Foto Up Chemo Chemo Right,222,3270,3
3572,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,222,3298,94
3573,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,222,3318,73
3574,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,222,3374,22
3575,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,222,3392,1
3576,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,222,3438,38
3577,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,222,3476,6
3578,Foto Eat Left Up Eat Chemo Chemo Eat Left Up Chemo Eat Up Foto Foto Right Right Foto Eat Eat Foto Foto Down Up Chemo,222,3505,18
3579,Right Down Chemo Down Right Down Foto Left Left Right Eat Eat Eat Foto Down Left Down Right Up Foto Right Chemo Foto Eat Foto,222,3515,24
3580,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,222,3517,9
3581,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,222,3524,8
3582,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,222,3528,4
3583,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,222,3534,2
3584,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,222,3543,6
3585,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,223,3048,0
3586,Chemo Chemo Eat Left Foto Chemo Right Foto Eat Right Foto Down Foto Chemo Up Up Chemo Eat Left Right Right Up Down Foto Eat,223,3092,20
3587,Foto Up Left Foto Eat Foto Left Foto Left Down Down Chemo Down Foto Left Down Down Eat Chemo Foto Up Chemo Down Eat Left,223,3134,36
3588,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,223,3292,3
3589,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,223,3332,3
3590,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,223,3420,27
3591,Left Foto Up Up Chemo Down Foto Down Chemo Chemo Foto Eat Right Right Left Foto Eat Foto,223,3447,45
3592,Left Left Down Right Up Down Chemo Right Chemo Right Down Chemo Right Foto Eat Eat Up Up Eat Left Right Left Up Eat Chemo,223,3497,41
3593,Left Left Down Right Up Down Chemo Right Chemo Right Down Chemo Right Foto Eat Eat Up Up Eat Left Right Left Up Eat Chemo,223,3508,19
3594,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,223,3534,5
3595,Eat Up Foto Eat Chemo Up Eat Down Left Right Foto Up Chemo Foto Left Left Eat Up Foto Foto Left Right Chemo Chemo Right,223,3547,4
3596,Eat Left Eat Chemo Up Foto Eat Up Up Down Down Eat Foto Left,223,3553,15
3597,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,223,3557,17
3598,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,223,3583,1
3599,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,224,3052,12
3600,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,224,3143,37
3601,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up,224,3352,1
3602,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,224,3357,16
3603,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,224,3382,7
3604,Down Eat Left Eat Foto Right Right Chemo Eat Chemo Right Chemo Up Foto Eat Foto Chemo Chemo Right Foto Up Foto Up Foto Foto,224,3387,0
3605,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,224,3391,84
3606,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,224,3392,1
3607,Foto Eat Foto Chemo Foto Eat Left Left Up Left Chemo Chemo Right Down Down Up Left Chemo Foto Eat Foto Left Left Down Eat Up Left Chemo,224,3477,8
3608,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,224,3486,31
3609,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,224,3499,5
3610,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,224,3517,4
3611,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,224,3522,0
3612,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,224,3528,20
3613,Chemo Eat Left Left Right Down Down Up Chemo Down Left Eat Right Foto Eat Right Foto Eat Left Chemo Foto Up Eat Eat Up,224,3565,1
3614,Right Up Down Down Left Foto Up Down Chemo Chemo Eat Foto Eat Foto Eat Left Down Right Down Up Foto Down Chemo Foto Right,224,3569,21
3615,Foto Up Right Eat Foto Down Right Foto Foto Eat Up Right Down Down Chemo Foto Eat Chemo Left Foto Down Eat Eat Chemo Right,224,3570,11
3616,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,224,3576,92
3617,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,224,3577,1
3618,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,225,2609,2
3619,Chemo Eat Down Up Chemo Chemo Chemo Eat,225,2640,4
3620,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,225,3056,1
3621,Right Chemo Up Foto Up Chemo Right Down Up Left Foto Chemo Chemo Foto Foto Chemo Chemo Eat Right Up Chemo Down Chemo Down Left,225,3155,31
3622,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,225,3313,9
3623,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,225,3318,6
3624,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,225,3465,9
3625,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,225,3470,25
3626,Down Eat Left Eat Foto Right Right Chemo Eat Chemo Right Chemo Up Foto Eat Foto Chemo Chemo Right Foto Up Foto Up Foto Foto,225,3472,8
3627,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,225,3473,17
3628,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,225,3510,2
3629,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,225,3573,1
3630,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,225,3581,0
3631,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,225,3582,4
3632,Left Right Foto Left Eat Up Chemo Foto Eat Foto Left Eat Chemo Chemo Left Chemo Up Left Left Eat Eat Foto,225,3584,5
3633,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,225,3594,32
3634,Up Chemo Chemo Chemo Eat Eat Eat Left Foto Left Right Down Chemo Left Chemo Foto Foto Eat Up Chemo Right Right,226,3136,19
3635,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,226,3296,18
3636,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,226,3304,29
3637,Down Right Right Eat Foto Left Down Up Down Left Chemo Right Right Down Down Left Up Chemo Eat Down Up Chemo Chemo Chemo Left,226,3349,40
3638,Down Foto Eat Foto Foto Foto Left Left Eat Up Eat Chemo Right Right Foto Eat Right Up Chemo Foto Up Down Left Chemo Up,226,3352,39
3639,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,226,3376,3
3640,Eat Eat Chemo Eat Right Left Down Right Foto Up Eat Down Foto Foto Foto Left Foto Eat Left Left Left Left Down Foto Chemo,226,3378,90
3641,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,226,3392,1
3642,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,226,3463,34
3643,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,226,3491,36
3644,Left Right Foto Left Eat Up Chemo Foto Chemo Down Foto Eat Foto Left Eat Chemo Chemo Left Chemo Up Left Foto Eat Eat Foto Down Foto Eat Foto Left Eat Chemo Chemo Left Chemo Up Left Foto Eat,226,3498,2
3645,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,226,3528,0
3646,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,226,3560,1
3647,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,226,3562,4
3648,Chemo Eat Left Left Right Down Down Up Chemo Down Left Eat Right Foto Eat Right Foto Eat Left Chemo Foto Up Eat Eat Up,226,3565,90
3649,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,226,3567,20
3650,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,226,3577,4
3651,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,226,3580,2
3652,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,226,3609,2
3653,Foto Up Right Eat Foto Down Right Foto Foto Eat Up Right Down Down Chemo Foto Eat Chemo Left Foto Down Eat Eat Chemo Right,226,3615,1
3654,Foto Chemo Down Eat Up Down Left Up Chemo Up Chemo Chemo Chemo Right Chemo Chemo Foto Eat Down Down Foto Up Chemo Chemo Right,227,2655,4
3655,Right Right Foto Right Up Left Foto Down Chemo Chemo Foto Foto Up Down Left Left Left Left Up Eat Chemo Foto Foto Foto Eat,227,2742,9
3656,Right Down Chemo Down Right Down Foto Left Left Right Eat Eat Eat Foto Down Left Down Right Up Foto Right Chemo Foto Eat Foto,227,2860,1
3657,Foto Left Down Eat Chemo Foto Foto Chemo Up Left Right Right Foto Eat Up Chemo Right Down Chemo Right Eat Foto Eat Eat Up,227,3006,80
3658,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,227,3292,6
3659,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,227,3314,3
3660,Right Up Chemo Left Up Left Chemo Left Down Left Left Foto Foto Down Right Up Chemo Chemo Eat Left Up Down Chemo Eat Chemo,227,3319,3
3661,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,227,3324,1
3662,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,227,3332,1
3663,Left Left Down Right Up Down Chemo Right Chemo Right Down Chemo Right Foto Eat Eat Up Up Eat Left Right Left Up Eat Chemo,227,3340,3
3664,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,227,3394,0
3665,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,227,3445,18
3666,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,227,3517,12
3667,Left Left Down Right Up Down Chemo Right Chemo Right Down Chemo Right Foto Eat Eat Up Up Eat Left Right Left Up Eat Chemo,227,3592,7
3668,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,227,3594,1
3669,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,227,3597,2
3670,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,227,3603,3
3671,Foto Eat Foto Chemo Foto Eat Left Left Up Left Chemo Chemo Right Down Down Up Left Chemo Foto Eat Foto Left Left Down Eat Up Left Chemo,227,3607,20
3672,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,227,3608,10
3673,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,227,3610,2
3674,Foto Up Right Eat Foto Down Right Foto Foto Eat Up Right Down Down Chemo Foto Eat Chemo Left Foto Down Eat Eat Chemo Right,227,3615,3
3675,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,227,3627,6
3676,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,227,3631,11
3677,Eat Up Eat Right Foto Chemo Right Down Down Left Left Foto Left Eat Right Eat Eat Foto Foto Right Down Up Down Foto Chemo,228,2599,1
3678,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,228,2788,6
3679,Eat Eat Chemo Eat Right Left Down Right Foto Up Eat Down Foto Foto Foto Left Foto Eat Left Left Left Left Down Foto Chemo,228,3110,14
3680,Chemo Chemo Eat Left Foto Chemo Right Foto Eat Right Foto Down Foto Chemo Up Up Chemo Eat Left Right Right Up Down Foto Eat,228,3244,1
3681,Up Up Left Down Eat Chemo Eat Left Eat Right Eat Right Left Chemo Foto Chemo Chemo Eat Down Up Down Up Chemo Down Eat,228,3246,11
3682,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,228,3301,33
3683,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,228,3392,3
3684,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,228,3454,10
3685,Down Eat Left Eat Foto Right Right Chemo Eat Chemo Right Chemo Up Foto Eat Foto Chemo Chemo Right Foto Up Foto Up Foto Foto,228,3456,2
3686,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,228,3491,10
3687,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,228,3498,4
3688,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,228,3510,8
3689,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,228,3511,4
3690,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,228,3528,1
3691,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,228,3603,4
3692,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,228,3647,11
3693,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,228,3670,45
3694,Eat Right Left Chemo Right Foto Chemo Chemo Up Chemo Eat Foto Eat Up Up Chemo Eat Up Down Foto Chemo Up Chemo Right Left,229,223,3
3695,Eat Foto Chemo Right Eat Down Chemo Left Eat Right Left Right Down Chemo Up Up Down Right Down Foto Up Up Foto Chemo Down,229,2081,17
3696,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,229,2772,13
3697,Right Down Chemo Down Right Down Foto Left Left Right Eat Eat Eat Foto Down Left Down Right Up Foto Right Chemo Foto Eat Foto,229,2860,19
3698,Chemo Foto Left Down Down Eat Up Foto Chemo Eat Down Up Right Up Up Up Eat Left Eat Left Eat Chemo Left Left Chemo,229,3009,87
3699,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,229,3324,14
3700,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,229,3492,1
3701,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,229,3545,8
3702,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,229,3599,3
3703,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,229,3622,2
3704,Left Right Foto Left Eat Up Chemo Foto Eat Foto Left Eat Chemo Chemo Left Chemo Up Left Left Eat Eat Foto,229,3632,16
3705,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,229,3633,6
3706,Left Right Up Right Foto Eat Foto Eat Right Chemo Eat Eat Chemo Right Chemo Foto Right Up Down Eat Left Chemo Eat Eat Foto Eat Right Chemo Eat Eat Left Right Chemo Foto Eat Up Down Eat Left Chemo Eat,229,3650,50
3707,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,229,3676,28
3708,Right Right Foto Right Up Left Foto Down Chemo Chemo Foto Foto Up Down Left Left Left Left Up Eat Chemo Foto Foto Foto Eat,230,3115,20
3709,Chemo Foto Left Down Down Eat Up Foto Chemo Eat Down Up Right Up Up Up Eat Left Eat Left Eat Chemo Left Left Chemo,230,3187,2
3710,Chemo Chemo Eat Left Foto Chemo Right Foto Eat Right Foto Down Foto Chemo Up Up Chemo Eat Left Right Right Up Down Foto Eat,230,3244,6
3711,Left Down Chemo Down Up Foto Foto Foto Eat Eat Up Left Left Up Left Left Chemo Right Down Foto Right Chemo Chemo Down Foto,230,3263,37
3712,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,230,3303,5
3713,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,230,3370,86
3714,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,230,3414,23
3715,Up Down Chemo Chemo Eat Down Right Chemo Chemo Chemo Right Foto Chemo Right Down Up Left Eat Chemo Chemo Up Down,230,3420,2
3716,Down Eat Left Eat Foto Right Right Chemo Eat Chemo Right Chemo Up Foto Eat Foto Chemo Chemo Right Foto Up Foto Up Foto Foto,230,3456,25
3717,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,230,3498,0
3718,Eat Left Eat Right Chemo Right Eat Left Down Foto Chemo Right Up Down Right Chemo Left Chemo Chemo Left Eat Foto Eat Foto Eat,230,3530,22
3719,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,230,3580,0
3720,Left Eat Up Down Eat Foto Up Foto Up Foto Eat Foto Eat Eat Up Down Foto Eat Down Left Right Up Chemo Down Left Left Eat Up Down Eat Foto,230,3581,19
3721,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,230,3597,4
3722,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,230,3599,42
3723,Foto Right Foto Chemo Chemo Eat Left Eat Up Left Chemo Chemo Chemo Down Eat Right Left Chemo Eat Foto Foto Left Left Down Chemo,230,3605,45
3724,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,230,3623,3
3725,Up Up Left Down Eat Chemo Eat Left Eat Right Eat Right Left Chemo Foto Chemo Chemo Eat Down Up Down Up Chemo Down Eat,230,3681,1
3726,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,230,3682,13
3727,Left Right Eat Eat Eat Left Up Down Down Eat Foto Eat Eat Left Up Chemo Eat Left Chemo Chemo Right Left Eat Left Down,230,3684,5
3728,Foto Down Right Chemo Left Eat Down Eat Left Up Right Chemo Down Foto Right Eat Eat Down Chemo Chemo Left Chemo Left Left Left,230,3692,3
3729,Chemo Up Down Up Left Eat Eat Chemo Up Left Up Eat Foto Right Foto Left Eat Chemo Eat Left Down Chemo Right Left Left,230,3702,2
3730,Foto Right Right Chemo Down Eat Down Up Foto Eat Eat Down Eat Chemo Chemo Right Chemo Up Right Left Right Left Right Up Left,231,2335,64
3731,Down Right Right Eat Foto Left Down Up Down Left Chemo Right Right Down Down Left Up Chemo Eat Down Up Chemo Chemo Chemo Left,231,2865,1
3732,Up Down Left Eat Foto Up Foto Up Foto Right Up Foto Left Left Right Eat Eat Foto Left Left Eat Foto Up Right Foto,231,2944,1
3733,Down Chemo Left Foto Left Chemo Down Chemo Right Foto Chemo Left Chemo Down Left Left Eat Up Chemo Foto Up Down Down Right Up,231,3174,17
3734,Foto Up Left Foto Eat Foto Left Foto Left Down Down Chemo Down Foto Left Down Down Eat Chemo Foto Up Chemo Down Eat Left,231,3260,2
3735,Right Up Chemo Left Up Left Chemo Left Down Left Left Foto Foto Down Right Up Chemo Chemo Eat Left Up Down Chemo Eat Chemo,231,3319,56
3736,Left Left Down Right Up Down Chemo Right Chemo Right Down Chemo Right Foto Eat Eat Up Up Eat Left Right Left Up Eat Chemo,231,3340,16
3737,Chemo Eat Down Up Eat Left Left Foto Right Eat Down Eat Foto Foto Left Foto Left Left,231,3341,31
